,Question,Type,category_id
0,"Is a circle a regular polygon of infinite sides? If yes, then discuss its properties and its interior angles.",yesno,2
0,Can one say that a circle has infinite sides?,yesno,2
0,Do humans fear artificial intelligence because it has no soul?,yesno,2
0,Is it scientifically proven that the soul exists?,yesno,2
0,Why are there so many Muslims in our Bollywood industry?,yesno,2
0,Why are there so many Muslims in Hindi film industry?,yesno,2
0,How smart is Donald Trump?,yesno,2
0,Who is Donald Trump's base? Why is he popular? Why are people voting for him? Why do people like and support him?,yesno,2
0,Is Quora display trending now topics based on user's country?,yesno,2
0,Are trending topics in Quora location specific?,yesno,2
0,"As an international student from India going to Florence, Italy, what are the essentials I must carry?",summary,0
0,"As an international student from India going to Florence in Italy, what are the essentials I must carry with me?",summary,0
0,Where can I watch the walking dead season 8 online?,yesno,2
0,Where can I watch The Walking Dead season 7 online?,yesno,2
0,What is the best ux resume?,summary,0
0,What are the best resume search sites?,summary,0
0,What are the arguments in favour of/against Jallikattu? What is your personal opinion about it and the way it is being handled by the Centre and SC?,summary,0
0,What are some of the best atheistic arguments?,summary,0
0,Will a wool sweater after it is washed shrink or get stretched?,yesno,2
0,Do you have to wear a shirt under a sweater?,yesno,2
0,What should we do to be best software developer?,yesno,2
0,What is to be done to be a good software developer?,yesno,2
0,What is the average salary of workers in Indonesia with a graduate degree?,factoid,3
0,What is the average salary of a IIM Calcutta graduate?,factoid,3
0,Why are there so many Indians on Quora and why are they so annoying?,yesno,2
0,Why is Quora so popular in India?,yesno,2
0,Is it possible to invent the time machine?,yesno,2
0,Can we create a time machine?,yesno,2
0,"In the UK, what are the implications of the Immigration Act 2014?",summary,0
0,"In the UK, what are the implications of the Immigration Act 2016?",summary,0
0,How do I make oxalic acid water soluble?,summary,0
0,How can we make water soluble polymers?,summary,0
0,Harvard College Courses: What is general shopping advice for HBTM classes?,yesno,2
0,Harvard College Courses: What is general shopping advice for SCRB classes?,yesno,2
0,What is the best app to learn English?,summary,0
0,What is the best app for learning English?,summary,0
0,What are some good articles on the global microbiome?,summary,0
0,What is the main reason why Britain is exiting the EU?,summary,0
0,What websites do you use everyday?,summary,0
0,What websites are worth visiting everyday?,summary,0
0,What are some little things that make you happy?,summary,0
0,What's the best thing that make you happy?,summary,0
0,Why does Arvind Kejriwal always blame the BJP? Why did he resign from his CM post in Dehli?,yesno,2
0,Why is Arvind Kejriwal praising Pranab Mukerjee when he has questioned his honesty in the past?,yesno,2
0,How do you define a complete person?,summary,0
0,How would you define a person?,summary,0
0,Why do neoliberals and big corporations feel entitled to free trade agreements when nothing should be for free according to their own logic?,yesno,2
0,Why do hedge fund managers pay commission to brokerage firms when they have the money to buy the brokerage firms and since they would own the company the could trade for free? Isn't it cheaper to become a stockbroker so you can trade for free.,yesno,2
0,How many cement begs required in100 sq ft of rcc?,factoid,3
0,"How much cement required for 280 sq. ft with 6"" thickness?",factoid,3
0,Who was Koundinya Rishi?,yesno,2
0,Why is Koundinya Rishi so important?,yesno,2
0,How can plastic wrap be used for weight loss?,yesno,2
0,Are at-home stomach wraps using the clear plastics wrap in your kitchen safe to use for weight loss?,yesno,2
0,"What is the penalty for driving without a license in Alabama, how do they compare to the penalties in Massachusetts?",summary,0
0,"What is the penalty for driving without a license in Alabama, how do they compare to the penalties in Maine?",summary,0
0,Where can I get wonderful flavors on cupcakes in Gold Coast?,yesno,2
0,Where can I get an unique taste for cupcakes in Gold Coast?,yesno,2
0,How can I feature someone on musical.ly?,summary,0
0,How do I get coins on musical.ly?,summary,0
0,Why was Parks and Recreation a success?,yesno,2
0,Why is Parks and Recreations so boring?,yesno,2
0,Do people know if you looked them up on Instagram?,yesno,2
0,"Instagram (product): How can I login to Instagram if I don't remember the password, and I dont know the email address that was used to set up the account?",yesno,2
0,Should I take Sydenham this year or try for JB next year with 99.83 in CET 2016?,yesno,2
0,"I have 2.5 yrs exp in IT,plan to give CET next year, target-JBIMS-MMS. Does JBIMS select candidates with >3 years of exp?",yesno,2
0,Can most young people in Spain communicate in English fluently?,yesno,2
0,Can most young people in Italy communicate in English fluently?,yesno,2
0,How reliable are Mensa I.Q. tests and what kind of intelligence do they measure?,summary,0
0,How do you know if you are really intelligent?,summary,0
0,Which song is played in the TVF tripling episode 3 at mid night?,factoid,3
0,Which song is played in the end of TVF tripling episode 5?,factoid,3
0,How can the formula for volume of liquid be determined?,factoid,3
0,How is the formula for residual volume determined?,factoid,3
0,How do I deal with common embarrassment?,summary,0
0,How do I deal with my embarrassment?,summary,0
0,How can I get butts like these guys shown below?,summary,0
0,"How do I get a bigger butt, naturally?",summary,0
0,How do I improve the writings on Quora?,summary,0
0,How can I improve my writing on Quora?,summary,0
0,How does the inside of a vagina feel?,summary,0
0,How does an aroused vagina feel like?,summary,0
0,Which is better Bangladesh or China in medical studies?,factoid,3
0,How do I prepare for class 10 case boards? And which is a better option for studies in future? Engineering law or medical?,factoid,3
0,How much does investment banker earns?,summary,0
0,How much do investment bankers make?,summary,0
0,What are your views on ban of 500 and 1000 rupee notes in India?,summary,0
0,What will be the result of banning 500 and 1000 rupees note in India?,summary,0
0,"Can a family live on $120,000 yearly in New York City?",yesno,2
0,"Can a family live comfortable on $150,000 a year in New York City?",yesno,2
0,Was Donald Trump right to speak out against the mainstream media in his first press conference?,yesno,2
0,Did Donald Trump have a bobby pin holding back his hair during his press conference in Mexico?,yesno,2
0,How do I stop feeling insecure?,summary,0
0,How do I stop feeling insecure about myself?,summary,0
0,"Why does Coke help my menstrual cramps, against all medical advice?",summary,0
0,What's the best position to sit or lie in to alleviate menstrual cramps?,summary,0
0,"If I skip breakfast and lunch, and only have dinner and two cups of coffee in a whole day, will I lose weight?",yesno,2
0,"If I chew and spit throughout the day, the only full meal I eat is dinner, and I work out, why am I not losing weight?",yesno,2
0,How do I learn japanese in 2 months?,summary,0
0,How did you learn Japanese?,summary,0
0,How often do you drink coffee (-based) drinks?,summary,0
0,How often do you drink coffee?,summary,0
0,How do I delete my question from Quora?,summary,0
0,How do I delete my own question from Quora?,summary,0
0,What are some recommended US companies to invest in in 2014?,summary,0
0,"In Canada, what is the best university for getting into a US investment banking company?",summary,0
0,How do I use Spotify in India on Mac?,summary,0
0,How do I use Spotify in India?,summary,0
0,Wine: What are the best wineries to visit in the Healdsburg area?,summary,0
0,What are the best Healdsburg wineries?,summary,0
0,How do i lose weight?,summary,0
0,How do I suck it up and lose weight?,summary,0
0,What is it like to work at Goldman Sachs in London?,summary,0
0,What is it like working at Goldman Sachs?,summary,0
0,If I download MIUI 8 from the website then will I get further updates and will it root my phone. I have Redmi note 3?,yesno,2
0,"If I update an app on my android phone, will it add to the app's total downloads?",yesno,2
0,Why did John Nash have schizophrenia?,yesno,2
0,Who are John Nash's children?,yesno,2
0,Should I be afraid of my parents?,yesno,2
0,Can my parents be afraid of me doing better than them?,yesno,2
0,Why do people write long answers on Quora?,yesno,2
0,"Why do people on Quora write very long answers, even if the questions doesn't necessarily need that?",yesno,2
0,What is a good inpatient drug and alcohol rehab center near Monroe County MI?,yesno,2
0,What is a good inpatient drug and alcohol rehab center near Barry County MI?,yesno,2
0,How can I see who viewed my Instagram video?,summary,0
0,How can I see who viewed my video I just posted on Instagram?,summary,0
0,Which is better: Super AMOLED or TFT?,factoid,3
0,Which TV panel is better VA OR IPS?,factoid,3
0,What is the Personal Property Security Act and how is Nova Scotia's different from Newfoundland's?,summary,0
0,What is the Personal Property Security Act and how is Nova Scotia's different from Alberta's?,summary,0
0,How is Physics Galaxy by Ashish Arora? Is it relevant for JEE?,yesno,2
0,How effective are Physics Galaxy lectures for IIT JEE?,yesno,2
0,What's the difference between a floor area and a lot area?,summary,0
0,What is minimum floor area? Why is minimum floor area a statutory requirement?,summary,0
